Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.863377	-1.863377
1	0.950747	750	-1.836156	-3.699533
2	0.926679	750	-1.807303	-5.506836
3	0.902980	750	-1.779056	-7.285892
4	0.879648	750	-1.752656	-9.038548
5	0.856682	750	-1.725356	-10.763905
6	0.834079	750	-1.696248	-12.460153
7	0.811838	750	-1.670859	-14.131012
8	0.789957	750	-1.649853	-15.780865
9	0.768433	750	-1.618366	-17.399231
10	0.747266	750	-1.595208	-18.994440
11	0.726452	750	-1.563064	-20.557503
12	0.705989	750	-1.538467	-22.095970
13	0.685877	750	-1.512010	-23.607981
14	0.666112	750	-1.493080	-25.101060
15	0.646693	750	-1.468241	-26.569301
16	0.627618	750	-1.441919	-28.011220
17	0.608884	750	-1.418638	-29.429858
18	0.590490	750	-1.390138	-30.819996
19	0.572433	750	-1.372081	-32.192077
20	0.554712	750	-1.339805	-33.531882
21	0.537324	750	-1.315679	-34.847561
22	0.520268	750	-1.299227	-36.146788
23	0.503540	750	-1.267911	-37.414699
24	0.487139	750	-1.250455	-38.665154
25	0.471063	750	-1.223388	-39.888542
26	0.455310	750	-1.197366	-41.085908
27	0.439877	750	-1.177580	-42.263488
28	0.424762	750	-1.153883	-43.417371
29	0.409963	750	-1.131123	-44.548494
30	0.395478	750	-1.108645	-45.657139
31	0.381305	750	-1.081479	-46.738618
32	0.367440	750	-1.062179	-47.800797
33	0.353883	750	-1.047141	-48.847938
34	0.340630	750	-1.015600	-49.863538
35	0.327680	750	-0.993729	-50.857267
36	0.315030	750	-0.984476	-51.841742
37	0.302677	750	-0.959219	-52.800962
38	0.290619	750	-0.926503	-53.727464
39	0.278855	750	-0.915957	-54.643421
40	0.267381	750	-0.902579	-55.546000
41	0.256195	750	-0.868704	-56.414704
42	0.245294	750	-0.849426	-57.264130
43	0.234677	750	-0.833144	-58.097274
44	0.224340	750	-0.807092	-58.904366
45	0.214281	750	-0.788406	-59.692772
46	0.204498	750	-0.765116	-60.457888
47	0.194988	750	-0.743162	-61.201049
48	0.185749	750	-0.727984	-61.929033
49	0.176777	750	-0.710392	-62.639426
50	0.168070	750	-0.695870	-63.335296
51	0.159626	750	-0.682197	-64.017493
52	0.151441	750	-0.659436	-64.676929
53	0.143514	750	-0.635139	-65.312068
54	0.135841	750	-0.624461	-65.936528
55	0.128420	750	-0.603667	-66.540196
56	0.121247	750	-0.578870	-67.119066
57	0.114320	750	-0.569118	-67.688184
58	0.107637	750	-0.541407	-68.229591
59	0.101193	750	-0.525550	-68.755142
60	0.094986	750	-0.520020	-69.275161
61	0.089014	750	-0.497051	-69.772212
62	0.083273	750	-0.469400	-70.241613
63	0.077760	750	-0.458795	-70.700408
64	0.072472	750	-0.447080	-71.147488
65	0.067406	750	-0.433898	-71.581385
66	0.062558	750	-0.408656	-71.990042
67	0.057926	750	-0.407993	-72.398035
68	0.053506	750	-0.385916	-72.783951
69	0.049295	750	-0.363021	-73.146972
70	0.045289	750	-0.349721	-73.496693
71	0.041485	750	-0.338721	-73.835414
72	0.037880	750	-0.325176	-74.160590
73	0.034469	750	-0.329838	-74.490428
74	0.031250	750	-0.309647	-74.800075
75	0.028218	750	-0.289495	-75.089570
76	0.025370	750	-0.272654	-75.362224
77	0.022702	750	-0.263353	-75.625577
78	0.020209	750	-0.242810	-75.868387
79	0.017889	750	-0.232238	-76.100624
80	0.015736	750	-0.223205	-76.323829
81	0.013746	750	-0.214049	-76.537878
82	0.011916	750	-0.200270	-76.738148
83	0.010240	750	-0.188525	-76.926673
84	0.008714	750	-0.186296	-77.112969
85	0.007334	750	-0.162490	-77.275459
86	0.006093	750	-0.144283	-77.419742
87	0.004988	750	-0.131377	-77.551119
88	0.004013	750	-0.128536	-77.679655
89	0.003162	750	-0.106000	-77.785655
90	0.002430	750	-0.091262	-77.876917
91	0.001810	750	-0.082638	-77.959555
92	0.001296	750	-0.067309	-78.026864
93	0.000882	750	-0.053278	-78.080143
94	0.000559	750	-0.042466	-78.122608
95	0.000320	750	-0.031223	-78.153831
96	0.000156	750	-0.021887	-78.175719
97	0.000057	750	-0.013120	-78.188839
98	0.000010	750	-0.006060	-78.194899
99	0.000000	750	-0.001430	-78.196328
Log marginal likelihood:	-78.196328
