Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-2.618308	-2.618308
1	0.950747	750	-2.581005	-5.199313
2	0.926679	750	-2.543854	-7.743167
3	0.902980	750	-2.504769	-10.247936
4	0.879648	750	-2.475137	-12.723073
5	0.856682	750	-2.425595	-15.148668
6	0.834079	750	-2.391920	-17.540588
7	0.811838	750	-2.354075	-19.894664
8	0.789957	750	-2.322109	-22.216772
9	0.768433	750	-2.282180	-24.498952
10	0.747266	750	-2.255850	-26.754803
11	0.726452	750	-2.206397	-28.961200
12	0.705989	750	-2.175718	-31.136918
13	0.685877	750	-2.135911	-33.272829
14	0.666112	750	-2.090478	-35.363307
15	0.646693	750	-2.067364	-37.430671
16	0.627618	750	-2.029430	-39.460101
17	0.608884	750	-1.993429	-41.453530
18	0.590490	750	-1.955039	-43.408569
19	0.572433	750	-1.927168	-45.335738
20	0.554712	750	-1.888468	-47.224206
21	0.537324	750	-1.854271	-49.078477
22	0.520268	750	-1.815065	-50.893543
23	0.503540	750	-1.788806	-52.682348
24	0.487139	750	-1.765374	-54.447722
25	0.471063	750	-1.718163	-56.165885
26	0.455310	750	-1.688268	-57.854153
27	0.439877	750	-1.655026	-59.509179
28	0.424762	750	-1.618080	-61.127259
29	0.409963	750	-1.586095	-62.713354
30	0.395478	750	-1.565895	-64.279249
31	0.381305	750	-1.523031	-65.802280
32	0.367440	750	-1.499159	-67.301440
33	0.353883	750	-1.469622	-68.771062
34	0.340630	750	-1.430856	-70.201918
35	0.327680	750	-1.399980	-71.601898
36	0.315030	750	-1.371639	-72.973537
37	0.302677	750	-1.329958	-74.303495
38	0.290619	750	-1.320529	-75.624024
39	0.278855	750	-1.276355	-76.900379
40	0.267381	750	-1.244750	-78.145130
41	0.256195	750	-1.215654	-79.360784
42	0.245294	750	-1.186380	-80.547163
43	0.234677	750	-1.159618	-81.706782
44	0.224340	750	-1.133791	-82.840572
45	0.214281	750	-1.107169	-83.947741
46	0.204498	750	-1.079759	-85.027500
47	0.194988	750	-1.044020	-86.071520
48	0.185749	750	-1.030458	-87.101978
49	0.176777	750	-0.999620	-88.101598
50	0.168070	750	-0.971643	-89.073241
51	0.159626	750	-0.951912	-90.025153
52	0.151441	750	-0.909240	-90.934393
53	0.143514	750	-0.875226	-91.809619
54	0.135841	750	-0.866395	-92.676014
55	0.128420	750	-0.849467	-93.525481
56	0.121247	750	-0.809172	-94.334653
57	0.114320	750	-0.775447	-95.110100
58	0.107637	750	-0.762115	-95.872215
59	0.101193	750	-0.736690	-96.608904
60	0.094986	750	-0.700883	-97.309788
61	0.089014	750	-0.678347	-97.988135
62	0.083273	750	-0.677770	-98.665905
63	0.077760	750	-0.642037	-99.307942
64	0.072472	750	-0.618617	-99.926560
65	0.067406	750	-0.615301	-100.541860
66	0.062558	750	-0.563278	-101.105138
67	0.057926	750	-0.572051	-101.677190
68	0.053506	750	-0.523484	-102.200673
69	0.049295	750	-0.507426	-102.708099
70	0.045289	750	-0.492559	-103.200658
71	0.041485	750	-0.466160	-103.666818
72	0.037880	750	-0.460436	-104.127253
73	0.034469	750	-0.442965	-104.570218
74	0.031250	750	-0.410475	-104.980693
75	0.028218	750	-0.411798	-105.392491
76	0.025370	750	-0.356740	-105.749231
77	0.022702	750	-0.348598	-106.097829
78	0.020209	750	-0.314740	-106.412569
79	0.017889	750	-0.296955	-106.709524
80	0.015736	750	-0.288434	-106.997958
81	0.013746	750	-0.255522	-107.253479
82	0.011916	750	-0.257205	-107.510685
83	0.010240	750	-0.232997	-107.743682
84	0.008714	750	-0.210879	-107.954561
85	0.007334	750	-0.184936	-108.139497
86	0.006093	750	-0.175924	-108.315421
87	0.004988	750	-0.146384	-108.461805
88	0.004013	750	-0.141760	-108.603566
89	0.003162	750	-0.127524	-108.731090
90	0.002430	750	-0.115692	-108.846782
91	0.001810	750	-0.089701	-108.936483
92	0.001296	750	-0.078881	-109.015365
93	0.000882	750	-0.059051	-109.074416
94	0.000559	750	-0.047280	-109.121696
95	0.000320	750	-0.036742	-109.158437
96	0.000156	750	-0.024259	-109.182697
97	0.000057	750	-0.015407	-109.198103
98	0.000010	750	-0.006822	-109.204925
99	0.000000	750	-0.001857	-109.206782
Log marginal likelihood:	-109.206782
