Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-2.326770	-2.326770
1	0.950747	750	-2.338372	-4.665143
2	0.926679	750	-2.337925	-7.003068
3	0.902980	750	-2.299409	-9.302477
4	0.879648	750	-2.267332	-11.569810
5	0.856682	750	-2.227374	-13.797184
6	0.834079	750	-2.194759	-15.991943
7	0.811838	750	-2.156951	-18.148893
8	0.789957	750	-2.114855	-20.263749
9	0.768433	750	-2.089014	-22.352763
10	0.747266	750	-2.060628	-24.413391
11	0.726452	750	-2.022173	-26.435564
12	0.705989	750	-2.004817	-28.440381
13	0.685877	750	-1.956472	-30.396853
14	0.666112	750	-1.930525	-32.327378
15	0.646693	750	-1.900544	-34.227922
16	0.627618	750	-1.869178	-36.097100
17	0.608884	750	-1.837937	-37.935037
18	0.590490	750	-1.806300	-39.741337
19	0.572433	750	-1.782572	-41.523910
20	0.554712	750	-1.747226	-43.271136
21	0.537324	750	-1.705443	-44.976579
22	0.520268	750	-1.674753	-46.651331
23	0.503540	750	-1.645272	-48.296603
24	0.487139	750	-1.621628	-49.918231
25	0.471063	750	-1.590870	-51.509100
26	0.455310	750	-1.566639	-53.075739
27	0.439877	750	-1.496723	-54.572462
28	0.424762	750	-1.493176	-56.065638
29	0.409963	750	-1.469461	-57.535099
30	0.395478	750	-1.437010	-58.972109
31	0.381305	750	-1.407861	-60.379970
32	0.367440	750	-1.379070	-61.759040
33	0.353883	750	-1.341899	-63.100938
34	0.340630	750	-1.329514	-64.430453
35	0.327680	750	-1.295131	-65.725584
36	0.315030	750	-1.277717	-67.003301
37	0.302677	750	-1.237818	-68.241119
38	0.290619	750	-1.203087	-69.444207
39	0.278855	750	-1.175241	-70.619448
40	0.267381	750	-1.165226	-71.784675
41	0.256195	750	-1.125722	-72.910396
42	0.245294	750	-1.114964	-74.025360
43	0.234677	750	-1.075779	-75.101139
44	0.224340	750	-1.077378	-76.178517
45	0.214281	750	-1.012003	-77.190520
46	0.204498	750	-1.006582	-78.197102
47	0.194988	750	-0.992179	-79.189281
48	0.185749	750	-0.971414	-80.160695
49	0.176777	750	-0.935008	-81.095703
50	0.168070	750	-0.910578	-82.006281
51	0.159626	750	-0.887080	-82.893361
52	0.151441	750	-0.868156	-83.761516
53	0.143514	750	-0.873764	-84.635281
54	0.135841	750	-0.833844	-85.469125
55	0.128420	750	-0.797499	-86.266624
56	0.121247	750	-0.771171	-87.037795
57	0.114320	750	-0.739062	-87.776857
58	0.107637	750	-0.744546	-88.521403
59	0.101193	750	-0.737839	-89.259242
60	0.094986	750	-0.671657	-89.930898
61	0.089014	750	-0.665430	-90.596328
62	0.083273	750	-0.666154	-91.262483
63	0.077760	750	-0.635020	-91.897502
64	0.072472	750	-0.615772	-92.513274
65	0.067406	750	-0.603497	-93.116771
66	0.062558	750	-0.564235	-93.681006
67	0.057926	750	-0.536227	-94.217233
68	0.053506	750	-0.555669	-94.772902
69	0.049295	750	-0.529556	-95.302458
70	0.045289	750	-0.504371	-95.806829
71	0.041485	750	-0.474741	-96.281571
72	0.037880	750	-0.473602	-96.755172
73	0.034469	750	-0.459337	-97.214509
74	0.031250	750	-0.423388	-97.637898
75	0.028218	750	-0.410730	-98.048628
76	0.025370	750	-0.362266	-98.410894
77	0.022702	750	-0.367687	-98.778582
78	0.020209	750	-0.343450	-99.122031
79	0.017889	750	-0.323023	-99.445054
80	0.015736	750	-0.320760	-99.765814
81	0.013746	750	-0.319234	-100.085048
82	0.011916	750	-0.290253	-100.375301
83	0.010240	750	-0.266620	-100.641921
84	0.008714	750	-0.258815	-100.900736
85	0.007334	750	-0.215083	-101.115819
86	0.006093	750	-0.208874	-101.324693
87	0.004988	750	-0.197526	-101.522219
88	0.004013	750	-0.175417	-101.697636
89	0.003162	750	-0.172246	-101.869882
90	0.002430	750	-0.135663	-102.005545
91	0.001810	750	-0.103352	-102.108897
92	0.001296	750	-0.102922	-102.211819
93	0.000882	750	-0.074431	-102.286250
94	0.000559	750	-0.062588	-102.348838
95	0.000320	750	-0.050765	-102.399603
96	0.000156	750	-0.031405	-102.431009
97	0.000057	750	-0.020676	-102.451685
98	0.000010	750	-0.010046	-102.461731
99	0.000000	750	-0.001806	-102.463536
Log marginal likelihood:	-102.463536
