Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.116684	-1.116684
1	0.950747	750	-1.096691	-2.213375
2	0.926679	750	-1.078583	-3.291958
3	0.902980	750	-1.061087	-4.353045
4	0.879648	750	-1.036092	-5.389137
5	0.856682	750	-1.025848	-6.414985
6	0.834079	750	-1.021128	-7.436113
7	0.811838	750	-1.001319	-8.437432
8	0.789957	750	-0.978959	-9.416391
9	0.768433	750	-0.969497	-10.385887
10	0.747266	750	-0.974994	-11.360881
11	0.726452	750	-0.950107	-12.310988
12	0.705989	750	-0.924753	-13.235741
13	0.685877	750	-0.909895	-14.145635
14	0.666112	750	-0.895239	-15.040874
15	0.646693	750	-0.889110	-15.929984
16	0.627618	750	-0.867430	-16.797414
17	0.608884	750	-0.852711	-17.650124
18	0.590490	750	-0.839169	-18.489293
19	0.572433	750	-0.825186	-19.314479
20	0.554712	750	-0.804561	-20.119041
21	0.537324	750	-0.793047	-20.912087
22	0.520268	750	-0.795127	-21.707214
23	0.503540	750	-0.775918	-22.483132
24	0.487139	750	-0.764215	-23.247347
25	0.471063	750	-0.739861	-23.987208
26	0.455310	750	-0.726491	-24.713699
27	0.439877	750	-0.712603	-25.426301
28	0.424762	750	-0.699404	-26.125705
29	0.409963	750	-0.689244	-26.814950
30	0.395478	750	-0.679473	-27.494423
31	0.381305	750	-0.672043	-28.166465
32	0.367440	750	-0.651039	-28.817505
33	0.353883	750	-0.628454	-29.445959
34	0.340630	750	-0.624252	-30.070211
35	0.327680	750	-0.616421	-30.686631
36	0.315030	750	-0.607715	-31.294346
37	0.302677	750	-0.597299	-31.891645
38	0.290619	750	-0.572334	-32.463979
39	0.278855	750	-0.573006	-33.036986
40	0.267381	750	-0.553999	-33.590985
41	0.256195	750	-0.552102	-34.143087
42	0.245294	750	-0.535206	-34.678292
43	0.234677	750	-0.537645	-35.215937
44	0.224340	750	-0.506903	-35.722840
45	0.214281	750	-0.506425	-36.229265
46	0.204498	750	-0.477097	-36.706362
47	0.194988	750	-0.468102	-37.174464
48	0.185749	750	-0.451867	-37.626331
49	0.176777	750	-0.464215	-38.090546
50	0.168070	750	-0.437836	-38.528381
51	0.159626	750	-0.422459	-38.950841
52	0.151441	750	-0.431481	-39.382322
53	0.143514	750	-0.403510	-39.785832
54	0.135841	750	-0.392091	-40.177923
55	0.128420	750	-0.370877	-40.548800
56	0.121247	750	-0.368199	-40.917000
57	0.114320	750	-0.362696	-41.279696
58	0.107637	750	-0.369844	-41.649540
59	0.101193	750	-0.333879	-41.983419
60	0.094986	750	-0.330567	-42.313985
61	0.089014	750	-0.320847	-42.634832
62	0.083273	750	-0.319617	-42.954449
63	0.077760	750	-0.304946	-43.259395
64	0.072472	750	-0.289777	-43.549172
65	0.067406	750	-0.284572	-43.833743
66	0.062558	750	-0.260173	-44.093916
67	0.057926	750	-0.256375	-44.350290
68	0.053506	750	-0.248232	-44.598522
69	0.049295	750	-0.240372	-44.838894
70	0.045289	750	-0.234381	-45.073276
71	0.041485	750	-0.209997	-45.283273
72	0.037880	750	-0.219014	-45.502287
73	0.034469	750	-0.213760	-45.716047
74	0.031250	750	-0.203572	-45.919619
75	0.028218	750	-0.174957	-46.094576
76	0.025370	750	-0.171591	-46.266167
77	0.022702	750	-0.159806	-46.425973
78	0.020209	750	-0.158088	-46.584061
79	0.017889	750	-0.147892	-46.731953
80	0.015736	750	-0.133516	-46.865469
81	0.013746	750	-0.133366	-46.998835
82	0.011916	750	-0.108876	-47.107711
83	0.010240	750	-0.103538	-47.211249
84	0.008714	750	-0.091221	-47.302470
85	0.007334	750	-0.095361	-47.397831
86	0.006093	750	-0.082105	-47.479936
87	0.004988	750	-0.074623	-47.554559
88	0.004013	750	-0.066265	-47.620824
89	0.003162	750	-0.058639	-47.679463
90	0.002430	750	-0.046562	-47.726026
91	0.001810	750	-0.038437	-47.764463
92	0.001296	750	-0.035964	-47.800427
93	0.000882	750	-0.029591	-47.830018
94	0.000559	750	-0.022523	-47.852541
95	0.000320	750	-0.016023	-47.868564
96	0.000156	750	-0.010489	-47.879053
97	0.000057	750	-0.006986	-47.886039
98	0.000010	750	-0.003013	-47.889052
99	0.000000	750	-0.000649	-47.889701
Log marginal likelihood:	-47.889701
