Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-2.016724	-2.016724
1	0.950747	750	-2.024456	-4.041179
2	0.926679	750	-1.935655	-5.976834
3	0.902980	750	-1.976153	-7.952987
4	0.879648	750	-1.923881	-9.876868
5	0.856682	750	-1.850018	-11.726885
6	0.834079	750	-1.837201	-13.564086
7	0.811838	750	-1.817784	-15.381870
8	0.789957	750	-1.772227	-17.154098
9	0.768433	750	-1.785517	-18.939614
10	0.747266	750	-1.759561	-20.699176
11	0.726452	750	-1.687929	-22.387105
12	0.705989	750	-1.757062	-24.144167
13	0.685877	750	-1.729592	-25.873759
14	0.666112	750	-1.634555	-27.508314
15	0.646693	750	-1.594248	-29.102562
16	0.627618	750	-1.650172	-30.752734
17	0.608884	750	-1.639665	-32.392399
18	0.590490	750	-1.611890	-34.004289
19	0.572433	750	-1.540494	-35.544783
20	0.554712	750	-1.456465	-37.001248
21	0.537324	750	-1.463755	-38.465003
22	0.520268	750	-1.493790	-39.958793
23	0.503540	750	-1.473491	-41.432285
24	0.487139	750	-1.439011	-42.871296
25	0.471063	750	-1.362804	-44.234100
26	0.455310	750	-1.378958	-45.613058
27	0.439877	750	-1.350404	-46.963462
28	0.424762	750	-1.331911	-48.295372
29	0.409963	750	-1.305309	-49.600681
30	0.395478	750	-1.270210	-50.870891
31	0.381305	750	-1.260176	-52.131067
32	0.367440	750	-1.224184	-53.355251
33	0.353883	750	-1.202776	-54.558026
34	0.340630	750	-1.170290	-55.728317
35	0.327680	750	-1.108816	-56.837133
36	0.315030	750	-1.128121	-57.965253
37	0.302677	750	-1.098799	-59.064052
38	0.290619	750	-1.080234	-60.144286
39	0.278855	750	-1.054796	-61.199083
40	0.267381	750	-1.028642	-62.227725
41	0.256195	750	-0.999456	-63.227181
42	0.245294	750	-0.973909	-64.201090
43	0.234677	750	-0.946535	-65.147625
44	0.224340	750	-0.924975	-66.072599
45	0.214281	750	-0.913145	-66.985744
46	0.204498	750	-0.886088	-67.871832
47	0.194988	750	-0.848861	-68.720693
48	0.185749	750	-0.833520	-69.554213
49	0.176777	750	-0.812139	-70.366352
50	0.168070	750	-0.793743	-71.160095
51	0.159626	750	-0.776600	-71.936695
52	0.151441	750	-0.749988	-72.686683
53	0.143514	750	-0.730938	-73.417621
54	0.135841	750	-0.710585	-74.128206
55	0.128420	750	-0.679373	-74.807579
56	0.121247	750	-0.673100	-75.480679
57	0.114320	750	-0.637646	-76.118325
58	0.107637	750	-0.625941	-76.744266
59	0.101193	750	-0.604837	-77.349103
60	0.094986	750	-0.601636	-77.950738
61	0.089014	750	-0.562772	-78.513510
62	0.083273	750	-0.541660	-79.055169
63	0.077760	750	-0.532045	-79.587215
64	0.072472	750	-0.516999	-80.104213
65	0.067406	750	-0.492696	-80.596909
66	0.062558	750	-0.469789	-81.066699
67	0.057926	750	-0.457569	-81.524268
68	0.053506	750	-0.432169	-81.956437
69	0.049295	750	-0.414911	-82.371347
70	0.045289	750	-0.388868	-82.760215
71	0.041485	750	-0.382466	-83.142682
72	0.037880	750	-0.357874	-83.500555
73	0.034469	750	-0.345924	-83.846479
74	0.031250	750	-0.319963	-84.166442
75	0.028218	750	-0.321987	-84.488429
76	0.025370	750	-0.297350	-84.785779
77	0.022702	750	-0.278869	-85.064648
78	0.020209	750	-0.274419	-85.339067
79	0.017889	750	-0.253864	-85.592931
80	0.015736	750	-0.244056	-85.836987
81	0.013746	750	-0.226251	-86.063238
82	0.011916	750	-0.203818	-86.267056
83	0.010240	750	-0.193422	-86.460479
84	0.008714	750	-0.191543	-86.652022
85	0.007334	750	-0.167090	-86.819112
86	0.006093	750	-0.142921	-86.962033
87	0.004988	750	-0.131943	-87.093976
88	0.004013	750	-0.126395	-87.220370
89	0.003162	750	-0.106697	-87.327067
90	0.002430	750	-0.092337	-87.419404
91	0.001810	750	-0.071335	-87.490738
92	0.001296	750	-0.060373	-87.551112
93	0.000882	750	-0.046490	-87.597601
94	0.000559	750	-0.039638	-87.637239
95	0.000320	750	-0.032918	-87.670157
96	0.000156	750	-0.020134	-87.690292
97	0.000057	750	-0.014049	-87.704340
98	0.000010	750	-0.006102	-87.710442
99	0.000000	750	-0.001188	-87.711630
Log marginal likelihood:	-87.711630
