Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.814078	-1.814078
1	0.950747	750	-1.912553	-3.726631
2	0.926679	750	-1.771605	-5.498236
3	0.902980	750	-1.892716	-7.390952
4	0.879648	750	-1.711525	-9.102477
5	0.856682	750	-1.647796	-10.750273
6	0.834079	750	-1.706568	-12.456841
7	0.811838	750	-1.650863	-14.107705
8	0.789957	750	-1.687095	-15.794799
9	0.768433	750	-1.641468	-17.436268
10	0.747266	750	-1.544757	-18.981025
11	0.726452	750	-1.653921	-20.634945
12	0.705989	750	-1.642145	-22.277090
13	0.685877	750	-1.482944	-23.760034
14	0.666112	750	-1.498644	-25.258678
15	0.646693	750	-1.560564	-26.819242
16	0.627618	750	-1.440333	-28.259575
17	0.608884	750	-1.508801	-29.768376
18	0.590490	750	-1.442507	-31.210883
19	0.572433	750	-1.446472	-32.657355
20	0.554712	750	-1.430390	-34.087744
21	0.537324	750	-1.401070	-35.488814
22	0.520268	750	-1.282393	-36.771207
23	0.503540	750	-1.315652	-38.086860
24	0.487139	750	-1.273960	-39.360820
25	0.471063	750	-1.266924	-40.627744
26	0.455310	750	-1.278802	-41.906546
27	0.439877	750	-1.222773	-43.129319
28	0.424762	750	-1.232864	-44.362183
29	0.409963	750	-1.170446	-45.532629
30	0.395478	750	-1.172898	-46.705527
31	0.381305	750	-1.156975	-47.862502
32	0.367440	750	-1.110593	-48.973095
33	0.353883	750	-1.097177	-50.070272
34	0.340630	750	-1.069197	-51.139469
35	0.327680	750	-1.051583	-52.191052
36	0.315030	750	-1.034900	-53.225952
37	0.302677	750	-1.010189	-54.236141
38	0.290619	750	-0.988250	-55.224390
39	0.278855	750	-0.966262	-56.190652
40	0.267381	750	-0.939949	-57.130601
41	0.256195	750	-0.929824	-58.060425
42	0.245294	750	-0.905344	-58.965770
43	0.234677	750	-0.876590	-59.842360
44	0.224340	750	-0.848681	-60.691041
45	0.214281	750	-0.823354	-61.514395
46	0.204498	750	-0.817021	-62.331416
47	0.194988	750	-0.789715	-63.121131
48	0.185749	750	-0.773196	-63.894328
49	0.176777	750	-0.757618	-64.651946
50	0.168070	750	-0.738821	-65.390766
51	0.159626	750	-0.708789	-66.099555
52	0.151441	750	-0.697007	-66.796562
53	0.143514	750	-0.673564	-67.470127
54	0.135841	750	-0.651341	-68.121468
55	0.128420	750	-0.631505	-68.752973
56	0.121247	750	-0.629698	-69.382671
57	0.114320	750	-0.598541	-69.981212
58	0.107637	750	-0.581634	-70.562846
59	0.101193	750	-0.549113	-71.111959
60	0.094986	750	-0.543611	-71.655571
61	0.089014	750	-0.517375	-72.172946
62	0.083273	750	-0.513040	-72.685987
63	0.077760	750	-0.482512	-73.168499
64	0.072472	750	-0.472676	-73.641175
65	0.067406	750	-0.441168	-74.082343
66	0.062558	750	-0.427543	-74.509886
67	0.057926	750	-0.426999	-74.936885
68	0.053506	750	-0.406329	-75.343214
69	0.049295	750	-0.391468	-75.734682
70	0.045289	750	-0.375311	-76.109993
71	0.041485	750	-0.361596	-76.471589
72	0.037880	750	-0.334725	-76.806313
73	0.034469	750	-0.323279	-77.129592
74	0.031250	750	-0.312646	-77.442238
75	0.028218	750	-0.298946	-77.741184
76	0.025370	750	-0.271504	-78.012688
77	0.022702	750	-0.264677	-78.277365
78	0.020209	750	-0.269532	-78.546898
79	0.017889	750	-0.242064	-78.788962
80	0.015736	750	-0.216510	-79.005472
81	0.013746	750	-0.222412	-79.227884
82	0.011916	750	-0.190522	-79.418406
83	0.010240	750	-0.177783	-79.596189
84	0.008714	750	-0.158338	-79.754527
85	0.007334	750	-0.150563	-79.905090
86	0.006093	750	-0.137637	-80.042727
87	0.004988	750	-0.121552	-80.164279
88	0.004013	750	-0.112941	-80.277220
89	0.003162	750	-0.098649	-80.375869
90	0.002430	750	-0.093674	-80.469543
91	0.001810	750	-0.072689	-80.542231
92	0.001296	750	-0.061406	-80.603637
93	0.000882	750	-0.049895	-80.653532
94	0.000559	750	-0.039966	-80.693497
95	0.000320	750	-0.030079	-80.723576
96	0.000156	750	-0.020691	-80.744268
97	0.000057	750	-0.012577	-80.756844
98	0.000010	750	-0.006001	-80.762845
99	0.000000	750	-0.001363	-80.764208
Log marginal likelihood:	-80.764208
