Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.715714	-1.715714
1	0.950747	750	-1.692521	-3.408236
2	0.926679	750	-1.661608	-5.069844
3	0.902980	750	-1.637826	-6.707670
4	0.879648	750	-1.618590	-8.326260
5	0.856682	750	-1.589244	-9.915504
6	0.834079	750	-1.559951	-11.475455
7	0.811838	750	-1.538539	-13.013994
8	0.789957	750	-1.532661	-14.546655
9	0.768433	750	-1.499840	-16.046495
10	0.747266	750	-1.475238	-17.521734
11	0.726452	750	-1.445320	-18.967054
12	0.705989	750	-1.440671	-20.407725
13	0.685877	750	-1.401978	-21.809703
14	0.666112	750	-1.376429	-23.186132
15	0.646693	750	-1.359170	-24.545302
16	0.627618	750	-1.330929	-25.876231
17	0.608884	750	-1.307617	-27.183848
18	0.590490	750	-1.276965	-28.460813
19	0.572433	750	-1.270796	-29.731609
20	0.554712	750	-1.232898	-30.964507
21	0.537324	750	-1.216234	-32.180741
22	0.520268	750	-1.218595	-33.399336
23	0.503540	750	-1.182502	-34.581838
24	0.487139	750	-1.157659	-35.739497
25	0.471063	750	-1.130439	-36.869936
26	0.455310	750	-1.126636	-37.996571
27	0.439877	750	-1.097819	-39.094390
28	0.424762	750	-1.066344	-40.160734
29	0.409963	750	-1.046359	-41.207093
30	0.395478	750	-1.021326	-42.228418
31	0.381305	750	-1.018806	-43.247224
32	0.367440	750	-0.985169	-44.232393
33	0.353883	750	-0.991609	-45.224003
34	0.340630	750	-0.953129	-46.177132
35	0.327680	750	-0.944195	-47.121326
36	0.315030	750	-0.928330	-48.049656
37	0.302677	750	-0.890609	-48.940265
38	0.290619	750	-0.883287	-49.823552
39	0.278855	750	-0.844395	-50.667947
40	0.267381	750	-0.835178	-51.503125
41	0.256195	750	-0.810074	-52.313199
42	0.245294	750	-0.803269	-53.116468
43	0.234677	750	-0.772951	-53.889419
44	0.224340	750	-0.747577	-54.636996
45	0.214281	750	-0.748127	-55.385123
46	0.204498	750	-0.732624	-56.117747
47	0.194988	750	-0.717618	-56.835364
48	0.185749	750	-0.698212	-57.533576
49	0.176777	750	-0.674971	-58.208547
50	0.168070	750	-0.669926	-58.878473
51	0.159626	750	-0.629852	-59.508325
52	0.151441	750	-0.628472	-60.136797
53	0.143514	750	-0.624447	-60.761244
54	0.135841	750	-0.598209	-61.359452
55	0.128420	750	-0.594122	-61.953574
56	0.121247	750	-0.559728	-62.513302
57	0.114320	750	-0.539871	-63.053173
58	0.107637	750	-0.530822	-63.583995
59	0.101193	750	-0.516788	-64.100783
60	0.094986	750	-0.505621	-64.606404
61	0.089014	750	-0.491317	-65.097721
62	0.083273	750	-0.460233	-65.557953
63	0.077760	750	-0.433746	-65.991699
64	0.072472	750	-0.445797	-66.437496
65	0.067406	750	-0.430288	-66.867784
66	0.062558	750	-0.422937	-67.290722
67	0.057926	750	-0.399063	-67.689785
68	0.053506	750	-0.389961	-68.079746
69	0.049295	750	-0.347217	-68.426963
70	0.045289	750	-0.343494	-68.770456
71	0.041485	750	-0.341637	-69.112093
72	0.037880	750	-0.322082	-69.434175
73	0.034469	750	-0.316615	-69.750790
74	0.031250	750	-0.306186	-70.056975
75	0.028218	750	-0.275483	-70.332459
76	0.025370	750	-0.303640	-70.636098
77	0.022702	750	-0.277663	-70.913762
78	0.020209	750	-0.240678	-71.154440
79	0.017889	750	-0.229711	-71.384151
80	0.015736	750	-0.212677	-71.596828
81	0.013746	750	-0.206991	-71.803820
82	0.011916	750	-0.183956	-71.987776
83	0.010240	750	-0.174586	-72.162361
84	0.008714	750	-0.171754	-72.334115
85	0.007334	750	-0.153381	-72.487495
86	0.006093	750	-0.142358	-72.629854
87	0.004988	750	-0.119870	-72.749723
88	0.004013	750	-0.116001	-72.865724
89	0.003162	750	-0.097884	-72.963609
90	0.002430	750	-0.082958	-73.046567
91	0.001810	750	-0.073396	-73.119963
92	0.001296	750	-0.056599	-73.176562
93	0.000882	750	-0.048651	-73.225212
94	0.000559	750	-0.036043	-73.261255
95	0.000320	750	-0.028952	-73.290207
96	0.000156	750	-0.019356	-73.309562
97	0.000057	750	-0.011784	-73.321347
98	0.000010	750	-0.006497	-73.327843
99	0.000000	750	-0.001210	-73.329053
Log marginal likelihood:	-73.329053
