Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-2.352529	-2.352529
1	0.950747	750	-2.372243	-4.724772
2	0.926679	750	-2.343126	-7.067898
3	0.902980	750	-2.264810	-9.332709
4	0.879648	750	-2.267041	-11.599750
5	0.856682	750	-2.229621	-13.829371
6	0.834079	750	-2.201427	-16.030798
7	0.811838	750	-2.170092	-18.200890
8	0.789957	750	-2.128889	-20.329779
9	0.768433	750	-2.093737	-22.423516
10	0.747266	750	-2.060898	-24.484414
11	0.726452	750	-2.030857	-26.515271
12	0.705989	750	-1.992130	-28.507400
13	0.685877	750	-1.958789	-30.466190
14	0.666112	750	-1.922065	-32.388255
15	0.646693	750	-1.894266	-34.282520
16	0.627618	750	-1.867422	-36.149942
17	0.608884	750	-1.832849	-37.982791
18	0.590490	750	-1.797348	-39.780139
19	0.572433	750	-1.764498	-41.544637
20	0.554712	750	-1.736851	-43.281488
21	0.537324	750	-1.689347	-44.970835
22	0.520268	750	-1.668406	-46.639241
23	0.503540	750	-1.636981	-48.276222
24	0.487139	750	-1.608696	-49.884918
25	0.471063	750	-1.575000	-51.459918
26	0.455310	750	-1.550190	-53.010108
27	0.439877	750	-1.517516	-54.527624
28	0.424762	750	-1.470634	-55.998258
29	0.409963	750	-1.453059	-57.451317
30	0.395478	750	-1.428253	-58.879571
31	0.381305	750	-1.396580	-60.276150
32	0.367440	750	-1.368706	-61.644856
33	0.353883	750	-1.335678	-62.980534
34	0.340630	750	-1.318594	-64.299128
35	0.327680	750	-1.282029	-65.581158
36	0.315030	750	-1.253947	-66.835105
37	0.302677	750	-1.220135	-68.055239
38	0.290619	750	-1.194985	-69.250224
39	0.278855	750	-1.171864	-70.422088
40	0.267381	750	-1.134491	-71.556579
41	0.256195	750	-1.113653	-72.670232
42	0.245294	750	-1.088580	-73.758812
43	0.234677	750	-1.061088	-74.819900
44	0.224340	750	-1.035372	-75.855272
45	0.214281	750	-1.003902	-76.859174
46	0.204498	750	-0.980904	-77.840078
47	0.194988	750	-0.958536	-78.798614
48	0.185749	750	-0.939538	-79.738152
49	0.176777	750	-0.909732	-80.647884
50	0.168070	750	-0.895276	-81.543160
51	0.159626	750	-0.865695	-82.408855
52	0.151441	750	-0.853945	-83.262799
53	0.143514	750	-0.810220	-84.073019
54	0.135841	750	-0.794922	-84.867941
55	0.128420	750	-0.759927	-85.627868
56	0.121247	750	-0.754754	-86.382621
57	0.114320	750	-0.721342	-87.103964
58	0.107637	750	-0.708069	-87.812032
59	0.101193	750	-0.669624	-88.481656
60	0.094986	750	-0.660907	-89.142563
61	0.089014	750	-0.648025	-89.790588
62	0.083273	750	-0.616768	-90.407356
63	0.077760	750	-0.603616	-91.010972
64	0.072472	750	-0.582202	-91.593174
65	0.067406	750	-0.541338	-92.134512
66	0.062558	750	-0.552020	-92.686532
67	0.057926	750	-0.526580	-93.213111
68	0.053506	750	-0.508921	-93.722032
69	0.049295	750	-0.481617	-94.203649
70	0.045289	750	-0.483142	-94.686791
71	0.041485	750	-0.450708	-95.137499
72	0.037880	750	-0.437164	-95.574664
73	0.034469	750	-0.400921	-95.975585
74	0.031250	750	-0.395188	-96.370773
75	0.028218	750	-0.378064	-96.748836
76	0.025370	750	-0.354497	-97.103333
77	0.022702	750	-0.331039	-97.434372
78	0.020209	750	-0.338502	-97.772874
79	0.017889	750	-0.311864	-98.084739
80	0.015736	750	-0.291829	-98.376567
81	0.013746	750	-0.296542	-98.673109
82	0.011916	750	-0.263293	-98.936403
83	0.010240	750	-0.248037	-99.184440
84	0.008714	750	-0.239714	-99.424154
85	0.007334	750	-0.210457	-99.634611
86	0.006093	750	-0.194185	-99.828795
87	0.004988	750	-0.192066	-100.020861
88	0.004013	750	-0.183368	-100.204230
89	0.003162	750	-0.154138	-100.358368
90	0.002430	750	-0.142454	-100.500822
91	0.001810	750	-0.127459	-100.628280
92	0.001296	750	-0.106640	-100.734921
93	0.000882	750	-0.088848	-100.823768
94	0.000559	750	-0.064410	-100.888178
95	0.000320	750	-0.046718	-100.934897
96	0.000156	750	-0.036743	-100.971640
97	0.000057	750	-0.021565	-100.993205
98	0.000010	750	-0.009340	-101.002545
99	0.000000	750	-0.002128	-101.004673
Log marginal likelihood:	-101.004673
