Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-2.609543	-2.609543
1	0.950747	750	-2.571010	-5.180553
2	0.926679	750	-2.532570	-7.713123
3	0.902980	750	-2.491196	-10.204319
4	0.879648	750	-2.438551	-12.642870
5	0.856682	750	-2.417665	-15.060536
6	0.834079	750	-2.374424	-17.434960
7	0.811838	750	-2.342715	-19.777675
8	0.789957	750	-2.307323	-22.084997
9	0.768433	750	-2.273574	-24.358571
10	0.747266	750	-2.229029	-26.587600
11	0.726452	750	-2.189077	-28.776677
12	0.705989	750	-2.163067	-30.939744
13	0.685877	750	-2.127867	-33.067611
14	0.666112	750	-2.087921	-35.155532
15	0.646693	750	-2.052929	-37.208461
16	0.627618	750	-2.012881	-39.221342
17	0.608884	750	-1.977314	-41.198656
18	0.590490	750	-1.928633	-43.127289
19	0.572433	750	-1.913526	-45.040815
20	0.554712	750	-1.870630	-46.911445
21	0.537324	750	-1.840469	-48.751914
22	0.520268	750	-1.808992	-50.560906
23	0.503540	750	-1.774155	-52.335061
24	0.487139	750	-1.734534	-54.069595
25	0.471063	750	-1.703353	-55.772948
26	0.455310	750	-1.675914	-57.448862
27	0.439877	750	-1.645153	-59.094015
28	0.424762	750	-1.601993	-60.696008
29	0.409963	750	-1.578542	-62.274550
30	0.395478	750	-1.545893	-63.820443
31	0.381305	750	-1.514474	-65.334917
32	0.367440	750	-1.485358	-66.820276
33	0.353883	750	-1.447656	-68.267932
34	0.340630	750	-1.411097	-69.679029
35	0.327680	750	-1.384828	-71.063857
36	0.315030	750	-1.353129	-72.416985
37	0.302677	750	-1.322889	-73.739874
38	0.290619	750	-1.294801	-75.034675
39	0.278855	750	-1.270366	-76.305041
40	0.267381	750	-1.233695	-77.538736
41	0.256195	750	-1.208236	-78.746971
42	0.245294	750	-1.172033	-79.919005
43	0.234677	750	-1.145795	-81.064800
44	0.224340	750	-1.117325	-82.182125
45	0.214281	750	-1.093282	-83.275406
46	0.204498	750	-1.064017	-84.339423
47	0.194988	750	-1.030502	-85.369925
48	0.185749	750	-1.003771	-86.373696
49	0.176777	750	-0.978923	-87.352619
50	0.168070	750	-0.947942	-88.300561
51	0.159626	750	-0.930424	-89.230985
52	0.151441	750	-0.897372	-90.128357
53	0.143514	750	-0.869306	-90.997664
54	0.135841	750	-0.847159	-91.844822
55	0.128420	750	-0.823846	-92.668668
56	0.121247	750	-0.793923	-93.462591
57	0.114320	750	-0.774927	-94.237517
58	0.107637	750	-0.757975	-94.995492
59	0.101193	750	-0.723756	-95.719249
60	0.094986	750	-0.692016	-96.411264
61	0.089014	750	-0.675604	-97.086869
62	0.083273	750	-0.659722	-97.746590
63	0.077760	750	-0.628108	-98.374698
64	0.072472	750	-0.603016	-98.977715
65	0.067406	750	-0.587920	-99.565635
66	0.062558	750	-0.561423	-100.127057
67	0.057926	750	-0.549886	-100.676943
68	0.053506	750	-0.520461	-101.197404
69	0.049295	750	-0.504307	-101.701711
70	0.045289	750	-0.476499	-102.178210
71	0.041485	750	-0.462432	-102.640642
72	0.037880	750	-0.441650	-103.082292
73	0.034469	750	-0.424824	-103.507116
74	0.031250	750	-0.394390	-103.901506
75	0.028218	750	-0.383179	-104.284685
76	0.025370	750	-0.356917	-104.641601
77	0.022702	750	-0.349101	-104.990702
78	0.020209	750	-0.332268	-105.322970
79	0.017889	750	-0.297855	-105.620825
80	0.015736	750	-0.285908	-105.906733
81	0.013746	750	-0.276451	-106.183183
82	0.011916	750	-0.250951	-106.434134
83	0.010240	750	-0.242385	-106.676520
84	0.008714	750	-0.210391	-106.886910
85	0.007334	750	-0.198007	-107.084917
86	0.006093	750	-0.178919	-107.263836
87	0.004988	750	-0.163868	-107.427704
88	0.004013	750	-0.147277	-107.574981
89	0.003162	750	-0.128911	-107.703892
90	0.002430	750	-0.109062	-107.812954
91	0.001810	750	-0.099457	-107.912411
92	0.001296	750	-0.085620	-107.998032
93	0.000882	750	-0.072152	-108.070183
94	0.000559	750	-0.053936	-108.124119
95	0.000320	750	-0.038291	-108.162410
96	0.000156	750	-0.028153	-108.190563
97	0.000057	750	-0.018229	-108.208792
98	0.000010	750	-0.007425	-108.216217
99	0.000000	750	-0.001558	-108.217775
Log marginal likelihood:	-108.217775
